i,fr,sudut,p1,p2,galat,nyambung,f_badan,puncak_rel_badan,saddle_rel_badan,r_sel,luas_sel,st_gabung,br_gabung,terdeteksi,iou_inti,br_ref,st_ref,br_kor,st_kor
285,0.7195999679689227,2.2677098366201554,pbcseg_final_v1\MO_703127_ccrop_mask.png,pbcseg_final_v1\MO_616615_ccrop_mask.png,,True,0.18905665356065995,0.8697448898506392,0.6806882362899793,72.83543093852057,29216,terpisah_di_nol,0.0,True,1.0,0.5927489783638191,normal,0.5927489783638191,normal
286,0.8102619636114103,2.410651304274035,pbcseg_final_v1\LY_818290_ccrop_mask.png,pbcseg_final_v1\LY_732056_ccrop_mask.png,,True,0.28344216116520116,0.9521475685748676,0.6687054074096664,57.14017850864661,21053,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
287,0.9689099392179435,5.964657977948245,pbcseg_final_v1\MO_588078_ccrop_mask.png,pbcseg_final_v1\MO_18877_ccrop_mask.png,,True,0.753093114097569,0.926750292009366,0.17365717791179697,64.38167441127949,27422,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
304,0.9713819746969135,0.5431583545473652,pbcseg_final_v1\MO_649902_ccrop_mask.png,pbcseg_final_v1\LY_687027_ccrop_mask.png,,True,0.4005533396395961,0.6002978301133636,0.1997444904737674,79.1580697086532,29788,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
305,0.978659769404115,5.611072946281072,pbcseg_final_v1\LY_481506_ccrop_mask.png,pbcseg_final_v1\MO_803041_ccrop_mask.png,,True,0.5058388484673977,0.6386955544948193,0.13285670602742167,67.7421582177598,30961,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
306,0.8702948696821513,2.428504233277129,pbcseg_final_v1\MO_899210_ccrop_mask.png,pbcseg_final_v1\MO_541213_ccrop_mask.png,,True,0.45499612903905473,0.9067624616654685,0.45176633262641375,73.97972695272672,33760,terpisah_di_nol,0.0,True,0.9989248467906676,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
323,0.8321427185271694,3.986179694799879,pbcseg_final_v1\LY_264881_ccrop_mask.png,pbcseg_final_v1\MO_37507_ccrop_mask.png,,True,0.02336824951347944,0.4556808655128491,0.43231261599936965,85.58621384311844,37753,terpisah_di_nol,0.0,False,0.3041265858078907,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
324,0.9550771336200371,0.11133860218104649,pbcseg_final_v1\LY_335261_ccrop_mask.png,pbcseg_final_v1\MO_382161_ccrop_mask.png,,True,0.5484236039615334,0.9631336662914285,0.414710062329895,50.695167422546305,22699,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
325,0.9324366113984147,2.327990617170531,pbcseg_final_v1\LY_660498_ccrop_mask.png,pbcseg_final_v1\LY_330488_ccrop_mask.png,,True,0.4435980935839509,0.9052182251531311,0.4616201315691802,47.70744176750625,15403,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
326,0.7010773778265131,6.02833190670661,pbcseg_final_v1\MO_372496_ccrop_mask.png,pbcseg_final_v1\LY_818085_ccrop_mask.png,,True,0.15302700111373538,0.7852667884602424,0.632239787346507,60.53924347066124,27893,terpisah_di_nol,0.0,True,1.0,0.8771798244627178,normal,0.8771798244627178,normal
327,0.7660468035597028,5.034753298901017,pbcseg_final_v1\MO_326040_ccrop_mask.png,pbcseg_final_v1\LY_185977_ccrop_mask.png,,True,0.2291392225837181,0.9437467113647472,0.7146074887810291,57.697486947006624,21770,terpisah_di_nol,0.0,True,1.0,0.4444444444444445,normal,0.4444444444444445,normal
328,0.8991390393437226,0.33983424858384625,pbcseg_final_v1\LY_516086_ccrop_mask.png,pbcseg_final_v1\MO_391733_ccrop_mask.png,,True,0.5078101948150069,0.9638078749598961,0.45599768014488923,55.0,22554,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
329,0.9332495370873511,5.7856287387727665,pbcseg_final_v1\LY_903380_ccrop_mask.png,pbcseg_final_v1\MO_7582_ccrop_mask.png,,True,0.3740329280360015,0.700881215129186,0.3268482870931844,74.0,29569,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
330,0.7507933660593286,1.7576934355881801,pbcseg_final_v1\LY_95212_ccrop_mask.png,pbcseg_final_v1\MO_689165_ccrop_mask.png,,True,0.07412112982254138,0.6052634714790041,0.5311423416564627,73.97972695272672,24213,terpisah_di_nol,0.0,False,0.34293785310734465,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
291,0.7762269672986906,2.836250747268323,pbcseg_final_v1\MO_889160_ccrop_mask.png,pbcseg_final_v1\MO_667353_ccrop_mask.png,,True,0.3297511441650918,0.9578299805314815,0.6280788363663896,72.0,43210,terpisah_di_nol,0.0,True,1.0,0.44180900307168386,normal,0.44180900307168386,normal
292,0.7671171649401148,3.6165410975671803,pbcseg_final_v1\MO_947642_ccrop_mask.png,pbcseg_final_v1\MO_586423_ccrop_mask.png,,True,0.2878321706814688,0.9556258901013536,0.6677937194198847,73.43704787094863,42965,terpisah_di_nol,0.0,True,1.0,0.2059801295975888,normal,0.2059801295975888,normal
293,0.7743767206485302,1.437570441941324,pbcseg_final_v1\MO_873686_ccrop_mask.png,pbcseg_final_v1\LY_483388_ccrop_mask.png,,True,0.13419411108531834,0.6570123780633904,0.522818266978072,68.96375859826666,31125,terpisah_di_nol,0.0,True,0.994079277471149,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
294,0.9153372568586442,5.595308840310104,pbcseg_final_v1\LY_331610_ccrop_mask.png,pbcseg_final_v1\MO_988184_ccrop_mask.png,,True,0.5299645822621332,0.8025659230111427,0.2726013407490096,64.89992295835181,29042,terpisah_di_nol,0.0,True,0.9990591187078564,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
295,0.7927028996293366,2.17872765962365,pbcseg_final_v1\LY_286920_ccrop_mask.png,pbcseg_final_v1\MO_82765_ccrop_mask.png,,True,0.13008711133373085,0.6500059072186626,0.5199187958849317,59.841457201508724,20356,terpisah_di_nol,0.0,True,0.8357838061710499,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
320,0.8268368689288909,1.3651605317504028,pbcseg_final_v1\MO_998093_ccrop_mask.png,pbcseg_final_v1\MO_800958_ccrop_mask.png,,True,0.014621025969399596,0.9249231213876634,0.9103020954182639,68.79680225126747,42206,terpisah_di_nol,0.0,False,0.7493201310926714,0.8765556558503443,normal,0.0,terpisah_di_nol
321,0.9732058888761318,1.2674662867150346,pbcseg_final_v1\LY_812454_ccrop_mask.png,pbcseg_final_v1\LY_155590_ccrop_mask.png,,True,0.5926185402453907,0.8515333720394906,0.25891483179409996,50.20956084253277,19101,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
322,0.8013815835477089,0.041005585661710114,pbcseg_final_v1\LY_973118_ccrop_mask.png,pbcseg_final_v1\LY_414639_ccrop_mask.png,,True,0.25946612879611064,0.8010335691388368,0.5415674403427263,59.20304046246274,18704,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
331,0.8565535782349063,2.4718847845432403,pbcseg_final_v1\MO_436409_ccrop_mask.png,pbcseg_final_v1\LY_832775_ccrop_mask.png,,True,0.14293288290763986,0.5926547641093317,0.4497218812016918,66.0,21535,terpisah_di_nol,0.0,True,0.9989597125023643,0.8648648648648649,normal,0.8648648648648649,normal
332,0.7091478383951023,5.451100288211077,pbcseg_final_v1\LY_737978_ccrop_mask.png,pbcseg_final_v1\MO_652824_ccrop_mask.png,,True,0.043129511700802564,0.614464673158879,0.5713351614580765,71.84705978674423,26216,terpisah_di_nol,0.0,False,0.3442088091353997,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
333,0.7444529839070636,2.1425830936121204,pbcseg_final_v1\LY_832775_ccrop_mask.png,pbcseg_final_v1\MO_744511_ccrop_mask.png,,True,0.03783626042097183,0.5745794537828591,0.5367431933618874,69.31089380465383,19854,terpisah_di_nol,0.0,False,0.3163900414937759,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
334,0.815621787794332,2.3320188947084013,pbcseg_final_v1\MO_931030_ccrop_mask.png,pbcseg_final_v1\MO_584194_ccrop_mask.png,,True,0.35830017672428743,0.8207545615233746,0.4624543847990872,77.0,43528,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
335,0.7031901073280149,5.777671349480892,pbcseg_final_v1\MO_767982_ccrop_mask.png,pbcseg_final_v1\LY_721751_ccrop_mask.png,,True,0.03454811739476212,0.613750408132875,0.5792022907381128,67.17886572427373,21306,terpisah_di_nol,0.0,False,0.7830403645833334,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
312,0.7956202252588565,5.237530928440087,pbcseg_final_v1\LY_989262_ccrop_mask.png,pbcseg_final_v1\MO_238906_ccrop_mask.png,,True,0.14393457836318174,0.5862290846193157,0.442294506256134,74.06078584514209,29982,terpisah_di_nol,0.0,True,0.8971792538671519,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
313,0.7981912487717014,3.981950088644844,pbcseg_final_v1\LY_857864_ccrop_mask.png,pbcseg_final_v1\MO_801881_ccrop_mask.png,,True,0.15755999230139897,0.7906099629549828,0.6330499706535838,76.47875521999558,33835,terpisah_di_nol,0.0,True,0.9291755949024473,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
314,0.8503581352278964,3.4050387305847254,pbcseg_final_v1\LY_825441_ccrop_mask.png,pbcseg_final_v1\MO_108488_ccrop_mask.png,,True,0.05775858182379815,0.5525237125450024,0.4947651307212043,77.46612162745726,27925,normal,0.024325212770525996,False,0.3525537392970481,1.0,tak_pernah_pecah,0.024325212770525996,normal
315,0.7747075526748299,4.756284173993955,pbcseg_final_v1\LY_176592_ccrop_mask.png,pbcseg_final_v1\LY_785284_ccrop_mask.png,,True,0.13614180547091329,0.7626921701481069,0.6265503646771936,49.47726750741192,12842,terpisah_di_nol,0.0,True,0.9226459814695109,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
316,0.8144386083728866,0.9789936224217117,pbcseg_final_v1\MO_721448_ccrop_mask.png,pbcseg_final_v1\MO_834548_ccrop_mask.png,,True,0.16944768620990075,0.945363115291202,0.7759154290813012,72.0,50821,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
317,0.9387453159140272,0.6592911837834495,pbcseg_final_v1\LY_812570_ccrop_mask.png,pbcseg_final_v1\LY_42352_ccrop_mask.png,,True,0.46209940725013066,0.7495316889958614,0.28743228174573077,55.00909015790027,17321,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
318,0.9195405642209549,2.750760608300538,pbcseg_final_v1\MO_461501_ccrop_mask.png,pbcseg_final_v1\MO_89959_ccrop_mask.png,,True,0.45977003225523005,0.6681359846245208,0.20836595236929079,83.81527307120105,39620,terpisah_di_nol,0.0,True,1.0,0.35488672049383807,normal,0.35488672049383807,normal
319,0.7938202446246994,1.1747479009447035,pbcseg_final_v1\MO_725703_ccrop_mask.png,pbcseg_final_v1\MO_23093_ccrop_mask.png,,True,0.350336780892918,0.9998901762667601,0.6495533953738422,67.47592163134935,32271,terpisah_di_nol,0.0,True,0.9603485490446878,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
336,0.7853669143925326,4.786052596374145,pbcseg_final_v1\LY_83662_ccrop_mask.png,pbcseg_final_v1\MO_144054_ccrop_mask.png,,True,0.20246123027586754,0.5581057272732489,0.3556444969973814,70.51950084905593,29297,terpisah_di_nol,0.0,True,0.9587044534412955,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
337,0.7767175787676284,2.61363241971949,pbcseg_final_v1\LY_220151_ccrop_mask.png,pbcseg_final_v1\LY_787227_ccrop_mask.png,,True,0.25600191472142714,0.847134005051191,0.5911320903297638,46.17358552246078,15268,normal,0.029411764705882353,True,0.9713971397139713,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
338,0.7432536914519858,1.9990251337868772,pbcseg_final_v1\LY_365740_ccrop_mask.png,pbcseg_final_v1\LY_154313_ccrop_mask.png,,True,0.11110619918113303,0.9454800813711851,0.834373882190052,47.16990566028302,14746,terpisah_di_nol,0.0,True,0.9659404725375882,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
339,0.8645346318022198,4.702835413376028,pbcseg_final_v1\MO_897458_ccrop_mask.png,pbcseg_final_v1\MO_769640_ccrop_mask.png,,True,0.2910200485261387,0.8813599388534908,0.5903398903273521,68.09552114493287,29289,terpisah_di_nol,0.0,True,0.9605618584548893,0.6581504035761936,normal,0.6581504035761936,normal
340,0.8598536492002119,5.0751229461704,pbcseg_final_v1\MO_800516_ccrop_mask.png,pbcseg_final_v1\MO_385020_ccrop_mask.png,,True,0.32848061853796745,0.9328062524199408,0.6043256338819732,74.09453421137081,37005,terpisah_di_nol,0.0,True,0.9840637450199203,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
341,0.8554110583933514,3.1368470890599744,pbcseg_final_v1\MO_141238_ccrop_mask.png,pbcseg_final_v1\MO_781541_ccrop_mask.png,,True,0.39203999011859214,0.9100928342038747,0.5180528440852825,71.42128534267638,32539,terpisah_di_nol,0.0,True,1.0,0.8280689189549911,normal,0.8280689189549911,normal
342,0.8224839494245788,3.774723968656706,pbcseg_final_v1\MO_600210_ccrop_mask.png,pbcseg_final_v1\LY_779080_ccrop_mask.png,,True,0.23202515625304831,0.9658569657653002,0.7338318095122519,56.859475903318,27299,terpisah_di_nol,0.0,True,0.9382247306310929,0.38074980525429486,normal,0.8908642170692669,normal
343,0.9472704196929822,4.672522841438347,pbcseg_final_v1\MO_378770_ccrop_mask.png,pbcseg_final_v1\MO_250567_ccrop_mask.png,,True,0.34946543318890855,0.7167121060117766,0.36724667282286805,76.24303246854758,31847,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
352,0.9511648522537657,1.1223777208955552,pbcseg_final_v1\MO_552828_ccrop_mask.png,pbcseg_final_v1\LY_29912_ccrop_mask.png,,True,0.3526091112251745,0.8690859897135266,0.516476878488352,49.47726750741192,19947,normal,0.02598498501673715,True,0.9937316105922989,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
353,0.7769761965718577,3.797736543703686,pbcseg_final_v1\LY_399314_ccrop_mask.png,pbcseg_final_v1\MO_609013_ccrop_mask.png,,True,0.135649051413273,0.538608401253629,0.402959349840356,71.06335201775947,29165,terpisah_di_nol,0.0,True,0.8814194401586952,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
354,0.9671161581566475,1.1351141250662897,pbcseg_final_v1\MO_405929_ccrop_mask.png,pbcseg_final_v1\LY_717775_ccrop_mask.png,,True,0.46147966273707597,0.5628836880497547,0.10140402531267878,88.20430828479978,37282,terpisah_di_nol,0.0,True,1.0,0.48204846084505787,normal,0.48204846084505787,normal
355,0.9376961180156396,0.3608815311722091,pbcseg_final_v1\LY_570413_ccrop_mask.png,pbcseg_final_v1\LY_200436_ccrop_mask.png,,True,0.6483811767300571,0.8894587913548011,0.24107761462474395,52.46903848937962,18894,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
356,0.9174965120349685,1.3650066429574388,pbcseg_final_v1\LY_396205_ccrop_mask.png,pbcseg_final_v1\MO_613573_ccrop_mask.png,,True,0.4265005662388982,0.8409456239755696,0.41444505773667145,61.84658438426491,25415,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
357,0.7419197215601632,4.531799270017944,pbcseg_final_v1\LY_955140_ccrop_mask.png,pbcseg_final_v1\LY_803057_ccrop_mask.png,,True,0.2688966216092836,0.9756700976718751,0.7067734760625914,46.06517122512408,13313,normal,0.02598498501673715,True,0.9329322243850646,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
358,0.8918527041828365,5.886000790557954,pbcseg_final_v1\LY_324819_ccrop_mask.png,pbcseg_final_v1\MO_269792_ccrop_mask.png,,True,0.24707099595459675,0.6503248370935472,0.40325384113895035,68.76772498781678,23141,terpisah_di_nol,0.0,True,0.9827355011733154,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
384,0.9561514506945399,3.268022419359919,pbcseg_final_v1\MO_142730_ccrop_mask.png,pbcseg_final_v1\MO_264258_ccrop_mask.png,,True,0.6947841799734643,0.8917538769431612,0.19696969696969696,66.0,30491,terpisah_di_nol,0.0,True,1.0,0.6104119426469533,normal,0.6104119426469533,normal
385,0.7594139029770013,0.2879526326266488,pbcseg_final_v1\LY_178247_ccrop_mask.png,pbcseg_final_v1\MO_38756_ccrop_mask.png,,True,0.1985382979104126,0.7954786212710857,0.596940323360673,71.11258679024411,26690,terpisah_di_nol,0.0,True,0.9460484462931246,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
386,0.8409236396108272,1.2999242802623723,pbcseg_final_v1\LY_936131_ccrop_mask.png,pbcseg_final_v1\LY_422051_ccrop_mask.png,,True,0.6767378650046371,0.947433011006492,0.2706951460018549,43.08131845707603,15810,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
387,0.7750026115436117,4.467102590113011,pbcseg_final_v1\LY_921451_ccrop_mask.png,pbcseg_final_v1\LY_327708_ccrop_mask.png,,True,0.20136799565497976,0.9488768673849198,0.7475088717299401,46.66904755831214,14075,normal,0.09910588616628885,True,0.9086841233012927,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
388,0.8075956318610102,0.45604750165454966,pbcseg_final_v1\LY_360951_ccrop_mask.png,pbcseg_final_v1\LY_372787_ccrop_mask.png,,True,0.23538923933724096,0.8855145268921965,0.6501252875549555,42.01190307520001,10916,normal,0.02540822292337563,True,0.944091922483279,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
389,0.7611915421170672,4.776197280409392,pbcseg_final_v1\LY_185165_ccrop_mask.png,pbcseg_final_v1\LY_370728_ccrop_mask.png,,True,0.14625175125289647,0.7737027316450533,0.6274509803921569,51.0,14012,normal,0.027735009811261455,True,0.9295349305415744,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
391,0.9263794265294476,2.893293657417393,pbcseg_final_v1\LY_743105_ccrop_mask.png,pbcseg_final_v1\LY_348569_ccrop_mask.png,,True,0.4655447909435087,0.767390962214756,0.30184617127124724,47.43416490252569,13150,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
344,0.9525760288242084,0.8720341851126827,pbcseg_final_v1\MO_26771_ccrop_mask.png,pbcseg_final_v1\MO_723536_ccrop_mask.png,,True,0.5058792950188411,0.9761060953630963,0.4702268003442553,72.18032973047436,41002,terpisah_di_nol,0.0,True,1.0,0.5358439258508835,normal,0.5358439258508835,normal
345,0.8046796356470052,2.3487430983622315,pbcseg_final_v1\MO_802512_ccrop_mask.png,pbcseg_final_v1\LY_170874_ccrop_mask.png,,True,0.04393307078844797,0.5016014108261763,0.45766834003772827,89.15716460273958,34139,terpisah_di_nol,0.0,False,0.6726429144231871,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
346,0.7876887573999478,0.18380899257271488,pbcseg_final_v1\MO_212604_ccrop_mask.png,pbcseg_final_v1\LY_452316_ccrop_mask.png,,True,0.20925086985258792,0.7874062403718657,0.5781553705192778,68.24954212300622,24887,normal,0.07752170911825529,True,0.9809373354397051,0.5868477178130959,normal,0.5868477178130959,normal
347,0.8152621473854407,5.109396622418414,pbcseg_final_v1\MO_618817_ccrop_mask.png,pbcseg_final_v1\LY_753705_ccrop_mask.png,,True,0.31328769942915397,0.8177308924123182,0.5044431929831643,57.48912940721924,22342,terpisah_di_nol,0.0,True,0.9881739827620766,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
348,0.9096814453659274,2.1170692194972944,pbcseg_final_v1\MO_741677_ccrop_mask.png,pbcseg_final_v1\LY_355473_ccrop_mask.png,,True,0.2474865231464531,0.6785941064574929,0.43110758331103977,73.68174807915459,32533,terpisah_di_nol,0.0,True,0.985268702164431,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
382,0.8296506892125693,2.6290818332125383,pbcseg_final_v1\MO_769640_ccrop_mask.png,pbcseg_final_v1\LY_961642_ccrop_mask.png,,True,0.23930357107633912,0.6855136942673111,0.446210123190972,73.17103251970687,27398,terpisah_di_nol,0.0,True,1.0,0.9472282614609556,normal,0.9472282614609556,normal
383,0.9523575212121065,3.5272275411159817,pbcseg_final_v1\MO_243203_ccrop_mask.png,pbcseg_final_v1\MO_314702_ccrop_mask.png,,True,0.5136231484896959,0.6420289356121199,0.12840578712242398,77.87810988975015,43828,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
360,0.7019366414832581,4.575807892258103,pbcseg_final_v1\LY_32573_ccrop_mask.png,pbcseg_final_v1\LY_104155_ccrop_mask.png,,True,0.18462208141537784,0.9168181692983377,0.7321960878829599,42.42640687119285,10359,normal,0.027671226645624276,True,0.9309243361948493,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
361,0.8067265674440302,2.316596146051697,pbcseg_final_v1\LY_446643_ccrop_mask.png,pbcseg_final_v1\MO_358488_ccrop_mask.png,,True,0.17361785724670456,0.7393032821959425,0.565685424949238,58.52349955359813,23797,terpisah_di_nol,0.0,True,0.999069421179974,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
362,0.8438817527109498,4.892870837439592,pbcseg_final_v1\LY_971498_ccrop_mask.png,pbcseg_final_v1\MO_461013_ccrop_mask.png,,True,0.14575109958842491,0.5948139666388368,0.4490628670504119,68.60029154456998,21480,terpisah_di_nol,0.0,True,0.9930399181166837,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
363,0.8700677286195799,4.462488647289746,pbcseg_final_v1\LY_715395_ccrop_mask.png,pbcseg_final_v1\MO_551018_ccrop_mask.png,,True,0.2216211035889681,0.6648633107669043,0.4432422071779363,71.34423592694787,24548,terpisah_di_nol,0.0,True,0.9746434231378764,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
364,0.7087479886739079,1.1254219609740441,pbcseg_final_v1\MO_255406_ccrop_mask.png,pbcseg_final_v1\MO_200691_ccrop_mask.png,,True,0.25773013252643445,0.989494795052183,0.7317646625257485,77.02596964660685,38377,terpisah_di_nol,0.0,True,0.9922971114167813,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
365,0.8152353105722979,1.5605302398507275,pbcseg_final_v1\MO_952246_ccrop_mask.png,pbcseg_final_v1\LY_65073_ccrop_mask.png,,True,0.20286682613915405,0.694681343397386,0.49181451725823194,71.28113354878694,24879,terpisah_di_nol,0.0,True,0.9920141969831411,0.9147320339189785,normal,0.9194350573815795,normal
349,0.70851289881567,5.1189532829246485,pbcseg_final_v1\MO_145212_ccrop_mask.png,pbcseg_final_v1\MO_646983_ccrop_mask.png,,True,0.110205170450309,0.9490911983284568,0.8388860278781478,75.39230729988306,44665,terpisah_di_nol,0.0,True,1.0,0.605223991245143,normal,0.605223991245143,normal
350,0.8930893959886919,0.13335477016276703,pbcseg_final_v1\LY_118150_ccrop_mask.png,pbcseg_final_v1\MO_716428_ccrop_mask.png,,True,0.3185715571624409,0.599938784879706,0.2813672277172651,70.00714249274856,27339,normal,0.024723408821707437,True,0.9972743306076639,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
351,0.8039488368204343,4.344176760907103,pbcseg_final_v1\MO_802512_ccrop_mask.png,pbcseg_final_v1\MO_2733_ccrop_mask.png,,True,0.2061754786626199,0.7178335054189625,0.5116580267563426,89.15716460273958,46369,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
376,0.74573701459116,4.695756850889721,pbcseg_final_v1\LY_240150_ccrop_mask.png,pbcseg_final_v1\MO_649989_ccrop_mask.png,,True,0.12520319829729915,0.5182420180350185,0.3930388197377193,71.42128534267638,22252,normal,0.041522739926869986,True,0.9218961625282167,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
377,0.8767161962680337,0.8385640863520383,pbcseg_final_v1\LY_675041_ccrop_mask.png,pbcseg_final_v1\LY_613623_ccrop_mask.png,,True,0.33999428693494604,0.7609196407045115,0.42092535376956547,55.46169849544819,17082,terpisah_di_nol,0.0,True,0.9970826580226905,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
378,0.8909783756715397,1.2830186244917587,pbcseg_final_v1\MO_120291_ccrop_mask.png,pbcseg_final_v1\LY_955445_ccrop_mask.png,,True,0.27683322155248263,0.6935151784584773,0.41668195690599463,66.03029607687671,22080,terpisah_di_nol,0.0,True,0.9977475271765743,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
379,0.7799591955748092,1.932937612665194,pbcseg_final_v1\MO_315300_ccrop_mask.png,pbcseg_final_v1\LY_586758_ccrop_mask.png,,True,0.07501472786767328,0.547927264413327,0.4729125365456537,79.00632886041473,27171,terpisah_di_nol,0.0,False,0.7043951501791127,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
380,0.7942961478681492,1.373269733577088,pbcseg_final_v1\MO_84571_ccrop_mask.png,pbcseg_final_v1\LY_11415_ccrop_mask.png,,True,0.0,0.0,0.0,80.77747210701756,28046,terpisah_di_nol,0.0,False,0.7565133037694013,0.6574944963221632,normal,0.0,terpisah_di_nol
366,0.9183557253484539,3.805458151061825,pbcseg_final_v1\LY_652833_ccrop_mask.png,pbcseg_final_v1\LY_524589_ccrop_mask.png,,True,0.5911787265603476,0.8243362186282256,0.2331574920678779,54.589376255824725,20556,terpisah_di_nol,0.0,True,1.0,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
367,0.8548231512261959,3.3804897708392656,pbcseg_final_v1\MO_881516_ccrop_mask.png,pbcseg_final_v1\MO_861803_ccrop_mask.png,,True,0.23886884972143227,0.7740235306730041,0.5351546809515719,82.21921916437786,48567,terpisah_di_nol,0.0,True,0.9962739090833816,0.3580811016334048,normal,0.3580811016334048,normal
368,0.7088167399285591,4.4828533290675825,pbcseg_final_v1\MO_28078_ccrop_mask.png,pbcseg_final_v1\MO_649989_ccrop_mask.png,,True,0.15031739778695405,0.8322315136400618,0.6819141158531077,71.42128534267638,28216,terpisah_di_nol,0.0,True,0.8899149963270018,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
369,0.8506630652357681,1.2326592954854765,pbcseg_final_v1\MO_467997_ccrop_mask.png,pbcseg_final_v1\LY_849013_ccrop_mask.png,,True,0.19529126398427316,0.8758582612456288,0.6805669972613556,55.758407437802596,24132,normal,0.023570226039551584,True,0.9405755711775043,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
370,0.7446092229403413,4.551656587497868,pbcseg_final_v1\MO_465710_ccrop_mask.png,pbcseg_final_v1\MO_214714_ccrop_mask.png,,True,0.11325921699277677,0.8307907390519229,0.7175315220591462,72.47068372797375,29321,terpisah_di_nol,0.0,True,0.9923233036265773,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
371,0.9224640036337959,2.232405867161349,pbcseg_final_v1\MO_116840_ccrop_mask.png,pbcseg_final_v1\MO_756261_ccrop_mask.png,,True,0.06757899321141886,0.6921690582537016,0.6245900650422826,75.92759709091287,40627,terpisah_di_nol,0.0,False,0.5783727708343624,1.0,tak_pernah_pecah,0.0,terpisah_di_nol
