tau,rho,n_kalibrasi,skor_mentah,rec_t1,rec_t2,rec_t3,skor_makro3,rec_harus_pecah,rec_harus_utuh,skor_br,limf_tak_pecah,limf_lobus,eo_lobus
3.0,0.0,5736,0.8063110181311018,0.8311092577147623,0.7866880513231757,0.7938388625592417,0.8038787238657266,0.9676452965847813,0.992467043314501,0.9800561699496411,0.9909390444810544,1.016474464579901,2.3137632338787295
3.0,0.1,5736,0.8063110181311018,0.8311092577147623,0.7866880513231757,0.7938388625592417,0.8038787238657266,0.9676452965847813,0.992467043314501,0.9800561699496411,0.9909390444810544,1.016474464579901,2.3137632338787295
3.0,0.2,5736,0.8068340306834031,0.8315262718932444,0.7878909382518043,0.792654028436019,0.8040237461936893,0.9673457159976033,0.992467043314501,0.9799063796560521,0.9909390444810544,1.0156507413509062,2.311517484760988
3.0,0.3,5736,0.8104951185495118,0.8323603002502085,0.7959101844426624,0.7914691943127962,0.806579893001889,0.9670461354104254,0.992467043314501,0.9797565893624631,0.9909390444810544,1.0156507413509062,2.3018928456849537
3.0,0.4,5736,0.8172942817294282,0.8340283569641368,0.8127506014434643,0.783175355450237,0.8099847712859459,0.9661473936488916,0.992467043314501,0.9793072184816962,0.9909390444810544,1.014003294892916,2.2800769971126083
3.0,0.5,5736,0.8200836820083682,0.8381984987489575,0.8303929430633521,0.7381516587677726,0.8022477001933607,0.9625524266027562,0.9934086629001884,0.9779805447514722,0.9925864909390445,1.0090609555189456,2.25088225858197
3.0,0.6,5736,0.8125871687587168,0.8452877397831526,0.8412189254210104,0.6350710900473934,0.7738592517505188,0.9550629119233074,0.9943502824858758,0.9747065972045916,0.9934102141680395,1.0065897858319606,2.2027590632017966
3.0,0.7,5736,0.7932357043235704,0.8577981651376146,0.8516439454691259,0.4372037914691943,0.7155486340253115,0.9334931096464949,0.9943502824858758,0.9639216960661854,0.9942339373970346,1.0057660626029654,2.109720885466795
4.0,0.0,5736,0.8289748953974896,0.859466221851543,0.8283881315156375,0.7440758293838863,0.8106433942503557,0.9580587177950869,0.992467043314501,0.9752628805547939,0.9917627677100495,1.014827018121911,2.2393326916907283
4.0,0.1,5736,0.8289748953974896,0.859466221851543,0.8283881315156375,0.7440758293838863,0.8106433942503557,0.9580587177950869,0.992467043314501,0.9752628805547939,0.9917627677100495,1.014827018121911,2.2393326916907283
4.0,0.2,5736,0.829323570432357,0.859883236030025,0.8287890938251804,0.7440758293838863,0.8109160530796972,0.9580587177950869,0.992467043314501,0.9752628805547939,0.9917627677100495,1.014827018121911,2.2390118703881936
4.0,0.3,5736,0.8310669456066946,0.8607172643869891,0.8319967923015237,0.7440758293838863,0.8122632953574663,0.957759137207909,0.992467043314501,0.975113090261205,0.9917627677100495,1.014827018121911,2.2351620147577798
4.0,0.4,5736,0.8343793584379359,0.8619683069224353,0.8412189254210104,0.735781990521327,0.8129897409549242,0.9565608148591971,0.992467043314501,0.974513929086849,0.9917627677100495,1.013179571663921,2.220083413538659
4.0,0.5,5736,0.8349023709902371,0.8657214345287739,0.8536487570168404,0.6919431279620853,0.8037711065025666,0.9535650089874176,0.9934086629001884,0.9734868359438029,0.9934102141680395,1.0082372322899507,2.195380173243503
4.0,0.6,5736,0.8247907949790795,0.8711426188490409,0.859262229350441,0.5912322274881516,0.7738790252292111,0.9454763331336129,0.9943502824858758,0.9699133078097444,0.9942339373970346,1.0057660626029654,2.153352582611485
4.0,0.7,5736,0.8014295676429568,0.8807339449541285,0.8604651162790697,0.40165876777251186,0.7142859430019034,0.9224086279209107,0.9943502824858758,0.9583794552033933,0.9942339373970346,1.0057660626029654,2.0699390439525183
5.0,0.0,5736,0.8415271966527197,0.8832360300250208,0.8524458700882117,0.6907582938388626,0.8088133979840316,0.9478729778310365,0.9934086629001884,0.9706408203656125,0.9925864909390445,1.013179571663921,2.176130895091434
5.0,0.1,5736,0.8415271966527197,0.8832360300250208,0.8524458700882117,0.6907582938388626,0.8088133979840316,0.9478729778310365,0.9934086629001884,0.9706408203656125,0.9925864909390445,1.013179571663921,2.176130895091434
