tau,rho,n_A,n_B,auc,J_max,ambang,ambang_atas,lebar_persis,sepertiga_di_interval_persis,plateau_lo,plateau_hi,lebar_plateau_eps,sepertiga_di_plateau_eps,J_sepertiga,defisit_J_sepertiga,akurasi_sepertiga,akurasi_ambang,sens_band,spes_band,n_takpecah_A,n_takpecah_B,n_terpisah0,geser_mean,geser_sd,geser_rentang,frak_br_identik,frak_br_identik_normal
0.75,0.5,1555,976,0.9055766037636392,0.7816100890833377,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7690969110747984,0.01251317800853935,0.9047807190833662,0.9075464243382062,0.9729903536977492,0.7961065573770492,98,24,572,-0.002069884369928279,0.0030762721950740317,0.013962758947867915,0.9632938434647504,0.9805742036851879
0.75,0.6,1555,976,0.8928377523588634,0.7720072742607138,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.3587657577822075,0.0,False,0.7594940962521743,0.01251317800853946,0.9012248123271435,0.9039905175819835,0.9736334405144694,0.7858606557377049,114,38,556,-0.007750602678671937,0.00303065069150335,0.014910916662274065,0.9484365896290542,0.9729024779017533
0.75,0.7,1555,976,0.8543457777660639,0.7389805492593959,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7278734647620052,0.011107084497390729,0.889766890557092,0.8921374950612406,0.9768488745980708,0.7510245901639344,171,78,528,-0.024478558121904654,0.01288583234775165,0.04043869590427496,0.9109535832200427,0.9572894657410203
1.0,0.0,1555,976,0.9048926651204469,0.7814249380633599,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7689552474830004,0.012469690580359516,0.9039905175819835,0.9043856183326748,0.9697749196141479,0.7991803278688525,109,27,596,0.0,0.0,0.0,1.0,1.0
1.0,0.1,1555,976,0.9048926651204469,0.7814249380633599,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7689552474830004,0.012469690580359516,0.9039905175819835,0.9043856183326748,0.9697749196141479,0.7991803278688525,109,27,596,0.0,0.0,0.0,0.9994173625946786,0.9994347088750707
1.0,0.2,1555,976,0.9057581308312688,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7695983342997206,0.012469690580359516,0.9043856183326748,0.9047807190833662,0.9704180064308682,0.7991803278688525,109,27,596,-0.0005666907888236695,0.0021564212500118154,0.009221311475409832,0.9953389007574286,0.9947643979057592
1.0,0.3,1555,976,0.9064285620157082,0.7833541985135206,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7698599177692267,0.01349428074429393,0.9047807190833662,0.9055709205847491,0.9717041800643087,0.798155737704918,109,27,592,-0.0003402641270238169,0.0025392251528600315,0.01127049180327877,0.992231501262381,0.9917847025495751
1.0,0.4,1555,976,0.9066216198408095,0.7839972853302409,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7705030045859469,0.01349428074429404,0.9051758198340577,0.9059660213354406,0.9723472668810289,0.798155737704918,109,27,587,-0.0001015103984420547,0.00286486586316918,0.012938168783933501,0.9880559331909109,0.9890640534015055
1.0,0.5,1555,976,0.9040687101365241,0.7816100890833377,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7690969110747984,0.01251317800853935,0.9047807190833662,0.9075464243382062,0.9729903536977492,0.7961065573770492,112,29,572,-0.0012897760639155858,0.0029209592834200443,0.012818248906225516,0.979122159642649,0.9842789767043019
1.0,0.6,1555,976,0.8919897475093563,0.7720072742607138,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.3587657577822075,0.0,False,0.7594940962521743,0.01251317800853946,0.9012248123271435,0.9039905175819835,0.9736334405144694,0.7858606557377049,127,43,556,-0.007067329558021509,0.0032444709286666715,0.014464182172790219,0.9626140998252087,0.9773552039483234
1.0,0.7,1555,976,0.8536196694955458,0.7389805492593959,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7278734647620052,0.011107084497390729,0.889766890557092,0.8921374950612406,0.9768488745980708,0.7510245901639344,183,86,528,-0.02467417208333587,0.012695976325550983,0.04043869590427496,0.9230918624975724,0.9627272727272728
1.25,0.0,1555,976,0.905065626482526,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7695983342997206,0.012469690580359516,0.9043856183326748,0.9047807190833662,0.9704180064308682,0.7991803278688525,123,32,596,0.0015930490574214186,0.0022369324145260984,0.008360128617363467,0.9835890464167799,0.9943868739205527
1.25,0.1,1555,976,0.905065626482526,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7695983342997206,0.012469690580359516,0.9043856183326748,0.9047807190833662,0.9704180064308682,0.7991803278688525,123,32,596,0.0015930490574214186,0.0022369324145260984,0.008360128617363467,0.9832006214798991,0.9940973221998273
